index,zip code,annual income,number of people in household
41139,63974,155669.6354405695,4
41140,58656,242884.5076048432,7
41141,15678,162238.0266309508,2
41142,78346,78828.78666195188,4
41143,92100,225243.39909542236,3
41144,84666,101289.77503960443,2
41145,63187,95991.70207076946,2
41146,42005,64014.768687936295,2
41147,08774,67103.19387519265,4
41148,66512,132275.83573051784,4
41149,29752,129653.05039607224,3
41150,41671,236746.21525699945,1
41151,62125,221851.7073273072,2
41152,99620,119848.37004878794,3
41153,46741,127668.88793942852,3
41154,78313,286974.42531852477,3
41155,63452,193856.44284218486,2
41156,69134,199271.34743047372,3
41157,38835,178367.21955426742,4
41158,13201,138062.78734474405,2
41159,67940,160255.5011946119,4
41160,72750,108325.98946722904,3
41161,84858,118265.4485329853,3
41162,91110,134387.42287435025,4
41163,37088,267476.9606156693,3
41164,12716,74182.2045471783,5
41165,69010,117676.53765245058,1
41166,68096,122873.18331543953,3
41167,86852,285092.48243829637,2
41168,10032,154838.68178564258,3
41169,92726,170225.13664676916,6
41170,48346,201262.98443551967,1
41171,14203,112973.23262313736,4
41172,39423,139828.0304255346,3
41173,13422,167233.3856295038,3
41174,33603,179960.24073697653,2
41175,37036,541471.1544394884,5
41176,08241,75786.14658623216,1
41177,66633,277834.6485784856,2
41178,58136,186199.40812431477,4
41179,42835,89118.49046612052,2
41180,98681,496990.4448078514,5
41181,89924,224592.60840938234,4
41182,11691,79252.54275274205,5
41183,51461,207934.82108979917,4
41184,81668,175219.09177276582,2
41185,91242,82852.39553237103,3
41186,58332,145308.53776248643,2
41187,86025,418795.24508834165,1
41188,65341,46661.538387174485,3
41189,09722,57589.69650896279,4
41190,34294,211139.33503931298,2
41191,74700,99925.10098971297,4
41192,18353,59603.76152147933,2
41193,06301,135487.17207941273,6
41194,61303,171196.77225181914,1
41195,41714,154647.06421709343,5
41196,99673,164178.96323476947,3
41197,23354,98898.01040076758,3
41198,76014,272718.55199795775,2
41199,78555,53901.44839490076,5
41200,02740,130676.73709508307,3
41201,74857,354682.57291126734,3
41202,70190,141267.83554700698,3
41203,34458,299949.98667451064,1
41204,83225,170829.29358775757,3
41205,34623,219673.2093001199,4
41206,85608,166888.61121369613,3
41207,74273,145432.84383892827,5
41208,78211,101451.7560395774,2
41209,14656,280921.15220196435,4
41210,66495,69830.99172399825,4
41211,81633,163439.87349750003,3
41212,98586,84523.30385385275,4
41213,74198,336162.4039242033,4
41214,47910,225961.6023951641,4
41215,24681,121370.24789370623,1
41216,00637,51926.59737892295,3
41217,55755,113679.79002106236,3
41218,82535,221382.37526210662,3
41219,93592,293703.05167468055,2
41220,61228,75358.51844611668,1
41221,84174,140196.6913744749,1
41222,12732,59149.783933331266,3
41223,35714,144554.41456775006,2
41224,80945,182306.34994927314,3
41225,20136,103441.77184944367,3
41226,00742,176929.17772689898,1
41227,79101,239869.23536442438,2
41228,79677,192937.33687724915,1
41229,22103,179498.2351369388,2
41230,87780,154803.90992690725,2
41231,10330,162391.59215232384,5
41232,36222,67956.37753190374,2
41233,11011,81524.09799146194,3
41234,13255,184907.4103870614,4
41235,98464,87258.2905821791,5
41236,69201,249041.63751148107,1
41237,08880,192440.81531518063,3
41238,14886,68582.24694819466,5
41239,66321,230187.78877445587,3
41240,27772,192570.68032175643,3
41241,37497,68657.3064408504,2
41242,43234,187353.46235978202,4
41243,44204,51134.16755435118,2
41244,22915,137065.92970535168,2
41245,72256,333980.8080658078,6
41246,44581,96792.62778159995,3
41247,14226,252943.1349474364,5
41248,92378,133623.17174799807,3
41249,56693,88214.59353137595,3
41250,11936,77971.06563075869,3
41251,93825,163322.73995498434,3
41252,35668,276194.51665624185,5
41253,87863,137356.03134641703,2
41254,88199,248878.4456989011,3
41255,28466,87897.95779070098,1
41256,97285,158219.76445645883,5
41257,37741,224097.28692747263,5
41258,82557,97395.54191414193,3
41259,26932,372612.0194445175,4
41260,62159,118928.76246319442,2
41261,57182,324377.07562540594,6
41262,39505,132973.31777022555,4
41263,62789,76259.17774537847,2
41264,47995,53785.01477425281,1
41265,67949,170306.18004885837,4
41266,28185,168637.30397644066,2
41267,28352,163123.6837671057,3
41268,77972,138683.92891499886,3
41269,78228,269934.07165452297,3
41270,34487,58045.86189405213,4
41271,23063,127987.5320658049,5
41272,77551,96342.00177019404,2
41273,97819,152359.64180920777,2
41274,57358,128745.11287964071,3
41275,36418,140657.3388763399,3
41276,49874,242190.49858707422,3
41277,46622,34887.36423906569,4
41278,36366,108149.36689559123,4
41279,24215,196284.08215281297,5
41280,71014,259911.1027992398,3
41281,80287,174217.24807750835,4
41282,95603,123740.41278336679,7
41283,95391,153507.2197042799,2
41284,51268,181908.35919130518,5
41285,34074,152764.81134316273,4
41286,28997,196875.04227924545,1
41287,18195,255359.34493512785,2
41288,84588,102250.71561780923,2
41289,78192,178330.47345923402,4
41290,44698,156477.26428737803,2
41291,96521,177620.66348120588,2
41292,28992,253030.22738066543,3
41293,36940,67740.53272122685,1
41294,24013,222489.98227456302,3
41295,26554,108984.6957116033,3
41296,57179,155947.4113678811,2
41297,93176,151682.60039529888,3
41298,86271,89694.19366220794,3
41299,62183,155788.619091942,3
41300,44139,120708.34152065308,5
41301,61282,156984.85798318786,4
41302,57671,42188.78905665238,1
41303,83793,98948.56278256109,5
41304,24947,274489.92724578996,1
41305,19583,144760.1725067952,3
41306,69595,88606.4897827338,3
41307,54374,143009.64993991755,3
41308,86747,280237.3625328472,5
41309,14771,157537.70654322792,3
41310,36666,66351.813194408,2
41311,04013,160761.12543366995,4
41312,93594,60721.75293342712,4
41313,60733,61433.359760981155,3
41314,92012,184937.77328717435,2
41315,63797,193275.5906414832,1
41316,71479,59714.75689592398,1
41317,12143,179230.56981239872,2
41318,28028,178318.92040647415,3
41319,89940,179240.29760729038,3
41320,88248,83964.91276910131,3
41321,84749,121700.29433610156,3
41322,89760,384011.39014302375,2
41323,03891,77132.79204671911,4
41324,26384,220748.36808908932,1
41325,25924,172879.0609922145,1
41326,51388,93874.98289074852,3
41327,80645,123672.82756480746,2
41328,38764,55746.685300892736,4
41329,01509,207424.21112722476,4
41330,89895,491497.2937840366,2
41331,89339,180063.69337507332,3
41332,03357,92151.23026819855,5
41333,89219,177873.9267310219,3
41334,96039,83115.88416626933,4
41335,75804,269669.2683126783,3
41336,85409,166002.2445743959,2
41337,67948,188032.7642662914,4
41338,01199,357070.8053654924,5
41339,59610,342201.6563789897,3
41340,47756,155090.5175186274,4
41341,99031,128739.26005121869,3
41342,43894,185388.65403963422,2
41343,77468,221097.90892336643,3
41344,50229,48942.13606783326,1
41345,11111,64934.715895319096,1
41346,94660,84213.55346609808,3
41347,94664,128632.54033434106,2
41348,37405,138494.54055294587,2
41349,90321,278706.7456215285,3
41350,76294,182860.12291166204,2
41351,00233,182593.2451105215,1
41352,05171,98837.91444708027,4
41353,64013,116484.04441709645,1
41354,27539,119402.07124081894,2
41355,00371,240612.90425286168,1
41356,62208,256748.24132519195,1
41357,86609,168314.59779546843,5
41358,51541,176078.1053552233,2
41359,48125,255188.63643216857,3
41360,34473,83115.02976147656,7
41361,09718,75799.85618389791,4
41362,88296,144672.9938480873,3
41363,60170,301944.97501898505,2
41364,37729,201944.14419611296,2
41365,15874,180073.35209361525,1
41366,90313,369373.2267763549,1
41367,30247,224294.1438633318,2
41368,19205,131581.2292624954,6
41369,01716,88179.01248084928,2
41370,28128,55230.503884149264,3
41371,62479,222006.9814881875,4
41372,73230,112943.93220430137,2
41373,09154,61913.99954699967,4
41374,55545,42938.4221608531,2
41375,38395,301105.5326296597,2
41376,39701,255491.1712407756,2
41377,06521,196385.91975690084,4
41378,41042,190195.39671047128,4
41379,71843,102839.88861770266,3
41380,83731,173985.42633361524,2
41381,59540,120478.05412644848,4
41382,19417,148139.31086745198,2
41383,37852,152790.30557222845,3
41384,22264,219793.83229838632,3
41385,35060,177855.34335466722,1
41386,41107,200959.87488018675,4
41387,71200,98626.24632685882,6
41388,91037,48820.19373443833,4
41389,20990,174618.85888293816,2
41390,72852,88228.55644648729,4
41391,69109,111239.348568474,3
41392,84116,283415.2586940286,4
41393,30539,157913.09539692878,5
41394,55650,113527.35164630444,4
41395,47172,84659.88822234454,2
41396,61003,71577.82200082923,2
41397,01113,117226.12265622764,4
41398,02869,138077.88923441767,1
41399,94510,91090.88117729245,5
41400,74465,57846.84084126116,3
41401,44194,144784.8249713398,5
41402,44653,227467.24175262533,4
41403,22761,144410.4733356529,3
41404,88126,232098.29771288758,6
41405,77733,102605.35676634987,5
41406,26950,184091.7275866434,3
41407,19026,385727.23791313503,3
41408,12872,124038.1020458849,3
41409,99273,194427.58483184734,2
41410,47466,83859.59253861361,2
41411,13140,181095.3385032422,5
41412,23198,128526.34059730759,4
41413,35124,195861.9585088407,4
41414,57032,182445.97181683494,1
41415,20344,118865.28650909042,4
41416,62066,150062.03517066903,5
41417,69054,169660.3279765149,3
41418,02503,91150.96691598922,7
41419,08596,96128.26088172397,4
41420,64157,80399.8982767713,4
41421,73322,234675.1260741537,5
41422,67434,96876.47900597392,5
41423,12145,67757.52393309811,3
41424,98033,72781.83642728653,3
41425,07110,280232.41447987023,5
41426,82719,120838.2196515867,6
41427,92090,90914.39291807251,1
41428,55448,90777.19207695633,4
41429,05032,192598.02777126458,4
41430,15127,257444.50037552367,3
41431,90878,135996.87331635048,3
41432,49346,117569.20490674074,4
41433,03414,82365.5560475773,2
41434,58165,138277.6732399115,7
41435,23495,101693.79050837821,6
41436,51087,133495.60340703136,2
41437,90118,260307.65608898576,1
41438,00217,199327.575837268,2
41439,02387,156069.6375245236,3
41440,74760,169444.76527058426,2
41441,85444,131568.33988252212,1
41442,79677,432046.48117580265,3
41443,54657,166795.7423341381,5
41444,05937,117782.41098885103,4
41445,51443,131943.24868934636,4
41446,28371,79591.55343182206,1
41447,50397,84539.32100005657,1
41448,62642,211730.28759506287,4
41449,33399,94802.74639494639,2
41450,51819,91881.78296677668,5
41451,04771,156407.610937975,3
41452,29952,251999.28857655142,3
41453,39927,100938.26328470279,7
41454,70752,90665.37435628551,4
41455,45799,165622.42311182205,3
41456,52844,150585.1541104621,3
41457,97497,67937.63329840856,1
41458,94079,285174.4146447037,2
41459,41617,195561.29910655785,5
41460,27471,140354.20284487543,4
41461,09393,112211.04549986313,2
41462,89111,160865.80897807307,2
41463,11834,121400.94132329915,1
41464,11267,48493.97839277874,4
41465,10947,136453.96930085527,2
41466,49076,294171.8874116114,2
41467,00142,151249.74868309358,3
41468,08232,94423.89134146625,4
41469,74790,170148.87631359012,2
41470,29296,103190.72717296482,2
41471,00372,106969.2491360881,3
41472,48983,59555.529670334494,3
41473,13558,165949.93702265716,2
41474,78207,110875.92173808989,6
41475,62733,273098.5011997902,1
41476,71263,118755.12379241506,5
41477,02248,71137.02206692641,4
41478,76614,135874.37899803708,3
41479,38163,88197.52788989022,6
41480,46793,53339.57374879402,1
41481,28002,138709.22526636458,4
41482,03541,175196.64031975402,6
41483,56678,412627.0498868909,3
41484,49036,78617.3010937222,3
41485,77762,93845.03541074411,4
41486,05586,90666.50943416677,4
41487,11389,90508.85245246692,4
41488,35197,135064.7405352468,1
41489,58932,127833.90745862528,6
41490,06508,112518.59907274919,1
41491,83054,132946.31084324737,2
41492,78414,267395.16615033796,3
41493,88770,408192.95326103957,3
41494,82543,85786.01262981957,3
41495,08776,71937.5217781034,2
41496,69668,297166.68880367425,1
41497,22130,102153.92538328336,2
41498,04889,237996.00316032174,2
41499,97478,94012.63987194185,1
41500,81492,231527.61720247674,1
41501,77056,200279.8737516205,4
41502,15829,36450.49117924671,5
41503,95231,89494.2170902085,5
41504,30975,150574.52604262767,2
41505,93972,207208.595606801,2
41506,02168,193327.07833630664,3
41507,48168,73310.33622684957,5
41508,89591,145315.00377547916,1
41509,58501,115967.18647790558,2
41510,19554,91459.97186538042,4
41511,11488,149093.61537711704,4
41512,48420,398730.72770005814,4
41513,01199,209334.06665199506,1
41514,89283,61954.04441219233,6
41515,50487,219263.8677085573,2
41516,44422,526586.8240266908,2
41517,16745,185549.920507834,4
41518,10575,74811.32957957362,2
41519,02238,154867.2395894214,4
41520,41163,186936.0646649035,1
41521,19822,185761.378891714,2
41522,02934,171733.94661811882,4
41523,31410,171651.6247019474,2
41524,34728,190936.66182633987,3
41525,25620,114978.20738392982,3
41526,71542,81333.84568177741,3
41527,50212,56175.667219704985,1
41528,37176,88635.66819982106,4
41529,65323,98760.00778500151,5
41530,22281,101230.60044184004,4
41531,07002,338026.1995746923,3
41532,12095,148529.08162792271,7
41533,61937,123809.75056492494,4
41534,48577,118680.22031746402,4
41535,32608,47806.66936693169,3
41536,42964,102188.67237995421,2
41537,52102,74879.96513552548,3
41538,09092,150629.90327682163,1
41539,69755,146773.84628848667,3
41540,54454,177078.5254295336,2
41541,49721,122851.81643173708,3
41542,92962,113908.83328208397,4
41543,29871,286677.0647897161,5
41544,25276,186100.52239995188,2
41545,08421,91734.12199079848,4
41546,09770,106539.32710073316,4
41547,30396,299615.91358273383,4
41548,74201,79876.03388207596,2
41549,81208,125295.4380975451,7
41550,93526,170447.19332200557,4
41551,97293,161121.41230615662,2
41552,47997,96213.96123106888,2
41553,12440,428011.90047786344,2
41554,96915,119633.5384720885,4
41555,80919,99007.55626591852,1
41556,85856,78951.44285558729,5
41557,10112,115841.63532579037,2
41558,33868,112915.98160927418,2
41559,73455,90243.64963377712,2
41560,94935,313965.96791685146,4
41561,96048,78308.73277116484,3
41562,31986,120733.872159928,2
41563,64429,273216.10007588926,2
41564,42402,99093.5206727265,1
41565,21206,88061.80044131601,3
41566,78881,270790.52316074516,4
41567,99322,222578.9675130898,5
41568,83870,150498.0042736895,5
41569,48560,129964.7288005429,2
41570,33188,131993.54344828264,4
41571,64058,59606.66414509689,3
41572,69877,163475.39059640147,5
41573,72829,63747.58535028018,3
41574,45516,112778.94096278658,3
41575,85262,103730.26463241191,3
41576,29310,145962.4985509633,1
41577,12579,82131.41685365967,4
41578,13613,117707.13901686609,2
41579,96679,498701.63650449534,5
41580,54734,419478.4715550491,5
41581,81405,124326.7820092391,2
41582,15082,149508.91612354678,3
41583,77947,83570.85510859781,3
41584,16372,138707.35941908057,4
41585,38133,124651.55217097938,2
41586,55064,188964.47923154803,2
41587,03322,98499.92458539401,1
41588,10313,38962.825850344656,3
41589,77756,107096.07699265043,4
41590,99840,127334.16964973012,3
41591,80341,122794.63657129968,3
41592,27248,252924.74182840486,1
41593,60025,71520.2855430522,4
41594,64111,100660.85490089106,3
41595,81332,132754.31414004785,1
41596,93369,241603.1512339593,6
41597,03402,105201.70545108116,2
41598,57923,122041.47016291511,2
41599,27580,327294.8998153559,2
41600,58539,198088.92813575343,4
41601,13826,63544.63361377286,1
41602,39236,172492.60802663479,1
41603,30242,150991.26618221618,2
41604,12461,190193.7027676441,4
41605,64724,79165.35922494858,3
41606,93727,223968.1930106775,3
41607,88042,113404.4530386482,6
41608,60803,127175.0178258626,4
41609,38960,117169.98776401833,1
41610,95306,163081.73600606676,3
41611,91376,140711.08079056663,2
41612,01090,139909.6329360274,3
41613,57145,54369.3891208028,3
41614,80254,112914.11316036912,2
41615,87084,207744.21244288087,1
41616,94840,47343.93258166589,2
41617,09231,72039.69719340505,3
41618,62639,137546.26495298874,2
41619,47510,258040.3134981829,1
41620,66963,247582.55558362073,5
41621,08926,160499.23903536578,1
41622,88493,300755.6128730076,4
41623,57398,144609.82990758584,5
41624,55847,222186.78225791117,2
41625,48399,172032.31001736788,5
41626,94658,94516.02873286913,3
41627,19019,109584.36413066865,2
41628,52759,82234.58171511588,3
41629,34017,111309.9096938645,3
41630,66848,257913.91430898177,2
41631,24456,185866.69883502022,2
41632,22724,56653.72933635828,2
41633,49273,188270.97754646477,5
41634,89286,71715.88542072929,3
41635,65640,102029.9377206579,1
41636,21252,72550.77030106838,3
41637,41056,122255.20205028048,3
41638,24514,144359.68899379802,4
41639,92976,116755.06981940384,2
41640,98923,219191.4291846073,4
41641,88360,99626.76690864992,2
41642,08022,112124.0006745463,3
41643,30749,190664.15357108085,1
41644,28316,75334.5011431716,3
41645,28691,101590.35447690471,6
41646,35983,96744.29308639647,1
41647,87352,145092.93890151393,3
41648,62640,109470.83522586629,3
41649,77306,497615.1820947589,3
41650,35391,171353.27564374264,1
41651,69614,123137.80429983244,4
41652,11484,109582.42736189727,2
41653,53427,110119.93057036948,3
41654,94149,89194.55150835711,4
41655,34425,177246.31250532626,3
41656,11888,436742.7751212623,1
41657,85184,130028.47667772503,3
41658,31129,121600.2377698672,3
41659,49331,173084.27732653567,7
41660,15123,250775.7287934772,7
41661,20484,120138.28629689281,4
41662,58809,50865.26595112233,5
41663,00096,35892.3409044234,2
41664,67558,93200.55336429522,3
41665,72050,237539.41773920186,3
41666,94091,79116.86356994337,3
41667,53535,287359.1311514344,5
41668,48108,130638.58581342844,1
41669,07177,301636.97640610504,5
41670,26504,218703.4947869812,3
41671,61906,158765.19631267607,2
41672,91167,133899.59541737023,5
41673,31964,176852.9405715546,3
41674,28924,92802.04885330089,3
41675,46017,252488.95572150173,3
41676,69141,164051.22947199215,3
41677,69000,112765.20950231796,2
41678,77609,133478.65389954427,3
41679,63419,138907.58486872233,3
41680,98807,202059.6473804908,1
41681,48828,222458.53082709684,2
41682,51484,78261.16355709152,6
41683,78012,255097.94961893014,3
41684,00962,56971.722007162796,3
41685,03724,225497.7666358265,2
41686,78364,167130.60279988902,5
41687,70841,175774.15408007303,2
41688,10784,264671.16515350866,4
41689,86257,117528.06068322281,2
41690,15533,91441.44135197508,7
41691,09108,94187.34091499272,2
41692,98754,119514.18850416724,3
41693,50016,131446.48103560176,1
41694,88842,71286.49212561322,1
41695,80574,162543.2776514027,3
41696,03123,114571.73015014316,2
41697,04959,74462.87468403227,3
41698,81462,106128.2384997291,3
41699,38463,148965.33644443346,5
41700,98769,146891.730707029,1
41701,81889,69979.74650586952,2
41702,63995,110129.13483859741,3
41703,87512,146577.77424678288,2
41704,67561,166520.96060948115,1
41705,28327,94542.94829402903,4
41706,78627,56687.37137160839,4
41707,97697,228854.29756777952,4
41708,82304,139337.66875069187,1
41709,68151,113712.95109512874,3
41710,79292,203847.72705846303,4
41711,36237,96796.17454190704,2
41712,60631,121856.70811784596,2
41713,27570,148427.87821613703,2
41714,45081,161480.8064393716,1
41715,84991,102569.84021428281,1
41716,88748,121691.17404694972,3
41717,72149,84454.47177052335,2
41718,70561,106728.76536749149,4
41719,54412,240608.3058720531,2
41720,84561,131483.44835554506,3
41721,41546,209123.53861769123,2
41722,88388,117553.0961574491,1
41723,37781,67079.01004226271,2
41724,30829,355114.86171663087,2
41725,20857,164864.4271536648,4
41726,43176,253044.38911292906,3
41727,87013,156373.53734114137,3
41728,02952,212236.27062680727,4
41729,29306,62432.002554104634,3
41730,45913,70006.77486013222,4
41731,20188,177339.63813326645,1
41732,98469,140580.35528105035,1
41733,89239,82467.3441647522,1
41734,90385,458598.3144562451,2
41735,39316,175257.55407427982,4
41736,31922,45151.19216990636,5
41737,56613,106682.66678496252,1
41738,96321,143266.23026701793,2
41739,79492,395656.29620620614,2
41740,39488,130448.735789936,5
41741,19609,86795.9543861143,3
41742,15857,147751.65183005028,3
41743,67585,143752.37917040018,4
41744,82138,208911.13185727506,3
41745,16748,151331.4403661465,1
41746,98755,101572.5586024647,4
41747,17494,83454.3359404732,3
41748,88635,120010.07284848196,1
41749,62975,77482.79126178032,2
41750,71368,123204.87664911404,4
41751,64489,145042.15797029625,2
41752,33335,263635.3223912449,4
41753,82975,76605.3583217207,7
41754,55992,299818.92385607783,1
41755,07080,125666.40353403812,3
41756,38319,203861.12794746432,5
41757,01209,190138.42541924416,3
41758,35986,70868.2988274303,2
41759,00352,116705.23980545606,2
41760,07606,280094.27754156716,3
41761,68001,102977.88373764814,1
41762,41744,143860.35859911583,4
41763,62635,61356.15830217884,2
41764,52358,124194.56185953425,3
41765,42959,212654.97872981214,4
41766,48797,81505.79249591085,3
41767,95447,156219.49221214408,4
41768,18328,263437.230273799,3
41769,03422,90786.63985219333,2
41770,97805,345894.37077059597,2
41771,66968,271979.31024004327,2
41772,80464,76076.50358625423,5
41773,85438,99917.16363689495,2
41774,27318,110936.61989443473,2
41775,52361,49386.94629527505,3
41776,97598,133283.40603296776,6
41777,66106,72094.32973871715,2
41778,29876,145399.54854384568,1
41779,20033,163865.66655308247,5
41780,25770,280238.9686328163,2
41781,79135,119289.58259156904,3
41782,61801,105271.4694016099,3
41783,13818,429408.8595156347,6
41784,96754,111521.84665319887,2
41785,98682,202325.2935610232,2
41786,54273,126395.3506585441,2
41787,53742,276402.4720896914,3
41788,06637,218117.3839990753,3
41789,83164,101835.78174798518,4
41790,96930,48652.38227173635,2
41791,39916,202142.5812182285,5
41792,73128,107883.91522683551,2
41793,49679,171608.98756414454,3
41794,65564,226723.29508205934,2
41795,06061,256282.26747579468,3
41796,17025,118882.4904080667,3
41797,99669,217026.79956197925,4
41798,38667,288871.8598258292,3
41799,55442,131477.80972185967,3
41800,96618,172324.43521635066,4
41801,25777,185604.5586889075,4
41802,81560,100833.6434703985,4
41803,63873,136842.71230872624,4
41804,76023,57101.7391789028,4
41805,63430,77022.49223917554,2
41806,13414,193062.78116113757,3
41807,08388,104048.21860982338,3
41808,72729,92633.1226195982,2
41809,26722,88725.73582073166,3
41810,00335,286652.9537402915,2
41811,65222,151689.56774697534,1
41812,57170,258911.08618258382,4
41813,89757,89113.21997853706,2
41814,18902,152337.45808863032,4
41815,42003,144502.3714855342,2
41816,39124,250082.90144636913,4
41817,42324,188034.11222697995,2
41818,38896,143889.34558017628,7
41819,36815,85771.06866899559,1
41820,43918,91997.05134316828,4
41821,41210,61770.24168780408,2
41822,30065,185683.33807391004,3
41823,44545,229311.1010187753,2
41824,29393,89114.16304549758,2
41825,06803,75559.70968096035,3
41826,47832,106680.72222322076,4
41827,39092,85481.36436461001,2
41828,94940,90788.88426101375,2
41829,26395,135543.39096142552,3
41830,28486,315890.6841965605,4
41831,73390,103676.23907723688,3
41832,44757,132430.10031661543,2
41833,16226,82704.77758577191,4
41834,03702,131441.12410659838,2
41835,75182,101600.8861384839,5
41836,35867,228349.99844456284,1
41837,24099,114813.14501285266,5
41838,39430,55689.23411150635,3
41839,07773,150738.2355990737,3
41840,15962,160617.83757919498,5
41841,73144,230412.59107333707,2
41842,11572,125669.78636331802,4
41843,52079,46810.769794801585,2
41844,01949,73240.52691863144,2
41845,96660,50973.032210278085,3
41846,04452,189031.60681410012,2
41847,85554,129939.40198085849,4
41848,48791,100024.44730110758,1
41849,95317,148612.40149596927,3
41850,26262,117050.33404385597,2
41851,12284,103401.18036489842,1
41852,07917,99363.49661282817,4
41853,53298,98169.28348829685,4
41854,29279,74132.26586453541,2
41855,75530,58304.64633669965,4
41856,99734,63807.56476637618,3
41857,38867,201540.80741699674,2
41858,81154,200704.43139042403,5
41859,63166,125705.35121795698,5
41860,95615,195348.89715175517,4
41861,12415,297081.8127755143,2
41862,34870,192387.20939274455,4
41863,36242,221385.0131116232,2
41864,05314,322186.8178781831,4
41865,89713,95241.54924162116,4
41866,76117,147571.27929447315,1
41867,24694,69277.42637901237,5
41868,82913,66835.80082444867,2
41869,87826,67359.42270952325,2
41870,13070,104445.96450962455,4
41871,21853,159326.83741428182,3
41872,28762,139444.20691472804,1
41873,18049,239583.43708417058,3
41874,48950,161092.42903190543,2
41875,35420,96727.75426359572,2
41876,22233,50710.72174498962,6
41877,40605,75967.51111132826,3
41878,56147,255321.11664455265,2
41879,00471,59173.55288868239,3
41880,68996,109235.9274521223,6
41881,56641,164346.16166101498,4
41882,55150,74642.65340525446,1
41883,01322,154577.98795113195,4
41884,66651,86905.88585327091,1
41885,41332,290293.35574585607,2
41886,13691,98326.75669617631,7
41887,20556,125285.35636486308,2
41888,75448,153218.23480835452,3
41889,59401,163781.4073983219,3
41890,72045,55380.12251537676,1
41891,50475,166491.1409027665,5
41892,02767,79845.00239947425,4
41893,28195,231806.30021221587,3
41894,41966,65900.6477206423,2
41895,18742,612998.2276025533,3
41896,87335,55575.67829623775,2
41897,26396,71574.69912945405,2
41898,67440,119476.22177387137,5
41899,27979,102350.36250413276,2
41900,69657,51269.944134452126,2
41901,18501,277092.5864357521,3
41902,30795,110810.84809587047,4
41903,22559,255956.77764365604,3
41904,54469,147474.5370442415,2
41905,55849,116111.02680846713,3
41906,94189,162513.42153552943,2
41907,90245,272921.387898546,1
41908,94471,308579.9532586756,3
41909,45598,106300.0400409012,2
41910,80578,141238.06196596703,3
41911,52560,94947.95392133297,2
41912,46634,109298.62867902931,3
41913,95255,188302.97998971926,1
41914,39600,175622.22995696912,1
41915,17607,182041.70257921724,6
41916,97217,84297.05989951367,3
41917,47905,503710.9905061457,4
41918,31613,178002.49103009206,2
41919,36572,110326.08401617121,2
41920,31184,174420.14709870005,1
41921,03554,111077.61744501609,2
41922,06976,66762.59997192609,2
41923,45585,100025.83819729052,3
41924,14120,140731.4410502621,3
41925,66115,118350.720631228,2
41926,01929,93048.04551180475,3
41927,10540,106117.80885419608,1
41928,14139,78843.9685914938,3
41929,69118,213813.7597978753,2
41930,99055,69941.60310873947,5
41931,77071,232420.92808870913,1
41932,15828,123003.97709955845,2
41933,96873,92288.83364458631,4
41934,84545,89171.31023968104,6
41935,45645,137373.71830521553,2
41936,34440,256852.962871395,1
41937,91380,130610.61913969822,2
41938,02113,159586.9223962838,6
41939,16305,257224.14337664295,1
41940,31228,146386.12706133493,2
41941,81617,86264.30989082535,3
41942,82408,122248.8146430593,3
41943,85411,107674.81890028818,1
41944,74325,74889.03424487065,1
41945,95856,98641.37736161584,4
41946,60109,80211.6237586424,2
41947,49573,140723.49792333788,2
41948,40503,61100.73011129686,3
41949,10015,233481.9363775569,2
41950,90724,46829.538972479575,6
41951,93365,206562.2024783279,3
41952,95888,119462.51704718305,3
41953,04421,177813.73225843572,3
41954,98116,114898.02303572702,3
41955,06717,138105.61844052997,4
41956,42499,166175.35115104823,5
41957,86251,219618.59537378213,3
41958,23961,232887.58560962626,4
41959,15105,315889.5344167097,5
41960,05106,182256.7551988857,4
41961,96696,135137.47218422793,1
41962,26071,91792.15671205476,1
41963,33958,280832.97929615347,2
41964,37414,130189.86918688648,3
41965,91331,90198.86954077546,4
41966,49043,80395.40227906288,3
41967,21255,108792.71298112057,2
41968,23465,315965.86916826596,2
41969,63579,103426.26779800102,1
41970,36242,83930.71636572992,5
41971,12000,141487.91080659506,3
41972,57297,305545.4345070048,1
41973,29349,68192.07664545932,4
41974,35682,274756.275227137,3
41975,05093,242099.64711382802,4
41976,05640,102894.68700208346,1
41977,01919,240136.70671796548,4
41978,14662,96996.99929723417,2
41979,92026,124171.23927858901,1
41980,47524,158338.53156112164,3
41981,73731,285252.10401803,3
41982,68945,142661.08302175105,1
41983,37051,104550.14222807738,3
41984,78139,59531.527451486356,2
41985,91741,239529.29233405754,1
41986,01507,114099.95572992755,1
41987,33685,125174.07816557809,3
41988,43421,174952.37501217893,4
41989,82846,223775.8312817444,2
41990,09181,130403.61415908624,6
41991,02295,103554.51165306964,6
41992,36239,81038.43535860947,2
41993,13072,263935.7429655014,4
41994,17942,95008.80134473024,4
41995,33343,157240.49878176043,3
41996,88730,233877.1989420979,5
41997,80878,124294.63745451669,5
41998,93647,178225.84892135108,2
41999,54691,181968.58397816247,3
42000,02779,52438.904470947964,2
42001,94862,217449.09820497854,3
42002,69679,252693.08413532842,3
42003,57373,69813.40479004191,5
42004,13769,90967.41705391025,6
42005,13063,212063.38750950978,2
42006,01023,211771.19888671246,2
42007,38905,130839.19562212106,4
42008,17662,309201.5043524533,6
42009,38434,163407.95049141394,2
42010,96810,94708.33314595478,4
42011,47117,140114.12545756713,5
42012,12972,238276.7972027455,4
42013,94547,303432.61136872903,2
