"Time","National Debt - Daily USA  - Debt  - $"
"20061214",8648806491911.59
"20061213",8656874660862.22
"20061212",8660431306934.19
"20061211",8655354638698.21
"20061208",8655403967590.98
"20061207",8653958645369.67
"20061206",8653798995165.17
"20061205",8655346750831.25
"20061204",8640011284371.05
"20061201",8635596937286.06
"20061130",8633245608345.17
"20061129",8624295967022.35
"20061128",8628380117430.65
"20061127",8626555009162.28
"20061124",8623103300538.74
"20061122",8609909215190.25
"20061121",8613473758880.57
"20061120",8608975751097.22
"20061117",8608745855460.31
"20061116",8606686309802.15
"20061115",8594876669253.88
"20061114",8607421375278.41
"20061113",8603283881262.81
"20061110",8603786274296.35
"20061109",8603666041634.58
"20061108",8588377061637.48
"20061107",8592561542263.30
"20061106",8588334984400.64
"20061103",8585497866256.33
"20061102",8593660306834.67
"20061101",8571794835082.73
"20061031",8584329355565.37
"20061030",8562455433495.19
"20061027",8566012440017.15
"20061026",8565801977176.16
"20061025",8550350640673.05
"20061024",8554491678667.01
"20061023",8550747470487.55
"20061020",8549301702567.88
"20061019",8548071412038.76
"20061018",8540051729781.32
"20061017",8544042040337.45
"20061016",8536959292294.60
"20061013",8546651828942.20
"20061012",8546104778895.72
"20061011",8544968376000.88
"20061010",8546276240603.85
"20061006",8546983873609.00
"20061005",8545048487560.99
"20061004",8545777575825.47
"20061003",8547636616507.85
"20061002",8548384110614.28
"20060929",8506973899215.23
"20060928",8473684136460.62
"20060927",8487096306559.55
"20060926",8490600820374.85
"20060925",8485735170073.42
"20060922",8484364994311.87
"20060921",8484370950604.19
"20060920",8494091870688.50
"20060919",8496857375660.18
"20060918",8490332110380.67
"20060915",8487381006795.66
"20060914",8527035869123.85
"20060913",8529989973197.61
"20060912",8534633344894.82
"20060911",8531165428704.39
"20060908",8528926974959.39
"20060907",8530063200475.43
"20060906",8529957631933.47
"20060905",8524889468526.36
"20060901",8519182246789.42
"20060831",8515033652079.62
"20060830",8503385488360.69
"20060829",8508152803285.48
"20060828",8504680145498.58
"20060825",8505765043534.58
"20060824",8507109667751.79
"20060823",8503544530046.05
"20060822",8506445114745.26
"20060821",8503230761750.91
"20060818",8500932047599.16
"20060817",8500986717355.06
"20060816",8483654083915.88
"20060815",8487177177938.67
"20060814",8459959039320.59
"20060811",8460058310665.74
"20060810",8460958467090.83
"20060809",8448162775201.94
"20060808",8455117203421.22
"20060807",8451097296405.19
"20060804",8448488498173.55
"20060803",8448320560249.23
"20060802",8440757881548.77
"20060801",8436303577225.15
"20060731",8444346806853.08
"20060728",8420949649208.89
"20060727",8426496309719.13
"20060726",8417494747437.57
"20060725",8419923114112.02
"20060724",8417573267309.73
"20060721",8416178880337.22
"20060720",8415641036240.99
"20060719",8408044004500.83
"20060718",8412030422429.79
"20060717",8404814005264.99
"20060714",8416040539137.12
"20060713",8416174438670.69
"20060712",8408446401516.45
"20060711",8413248232387.89
"20060710",8408232930865.92
"20060707",8410281565972.66
"20060706",8409418269166.84
"20060705",8408395733875.29
"20060703",8399337620229.53
"20060630",8420041947892.19
"20060629",8340008565191.56
"20060628",8345809036548.55
"20060627",8350234805954.23
"20060626",8346590810665.65
"20060623",8343376915212.38
"20060622",8339777349882.77
"20060621",8346890265252.65
"20060620",8349030587124.44
"20060619",8344334953024.25
"20060616",8339346916430.96
"20060615",8337290510783.04
"20060614",8375365051008.48
"20060613",8380752635838.09
"20060612",8376166946091.36
"20060609",8375297167785.75
"20060608",8374238708188.71
"20060607",8372167824862.35
"20060606",8373465080468.97
"20060605",8359984623929.25
"20060602",8358356586736.54
"20060601",8342863384478.03
"20060531",8356776604649.14
"20060530",8343987357176.86
"20060526",8348362162627.35
"20060525",8348185073893.70
"20060524",8349184789572.29
"20060523",8352669864466.58
"20060522",8345566154025.22
"20060519",8344448730993.01
"20060518",8344917929456.38
"20060517",8337013432029.90
"20060516",8338162385897.57
"20060515",8332524238683.71
"20060512",8358940655807.77
"20060511",8357988734259.29
"20060510",8360179820754.65
"20060509",8364288689580.87
"20060508",8361088635034.39
"20060505",8357004387013.42
"20060504",8355169281082.87
"20060503",8359417405652.46
"20060502",8365365674396.50
"20060501",8351568193125.12
"20060428",8355718074718.49
"20060427",8339738853253.82
"20060426",8361927417155.38
"20060425",8362302809419.88
"20060424",8353429193726.30
"20060421",8349970836065.88
"20060420",8349277698254.18
"20060419",8371833369714.06
"20060418",8373602616352.62
"20060417",8366862634494.69
"20060414",8407057651820.76
"20060413",8406142649741.06
"20060412",8402876241412.25
"20060411",8406559401664.39
"20060410",8402073299705.08
"20060407",8398801893932.15
"20060406",8393742553848.46
"20060405",8388876683304.95
"20060404",8388195236701.49
"20060403",8377471102607.82
"20060331",8371156293376.33
"20060330",8365414358878.01
"20060329",8367661575867.99
"20060328",8368398006564.24
"20060327",8364819728913.06
"20060324",8364078118387.21
"20060323",8363536754922.14
"20060322",8347486113319.40
"20060321",8351722841145.07
"20060320",8348224303886.34
"20060317",8270880983362.78
"20060316",8271005203336.67
"20060315",8270134498375.29
"20060314",8270260017805.93
"20060313",8270385415129.52
"20060310",8270763143272.32
"20060309",8270889116189.68
"20060308",8270020560975.99
"20060307",8270137961985.81
"20060306",8270260474453.58
"20060303",8270568938276.67
"20060302",8270651337575.14
"20060301",8269768312946.41
"20060228",8269885515386.04
"20060227",8248295756259.19
"20060224",8248646921952.35
"20060223",8248764007091.15
"20060222",8247922679905.99
"20060221",8248037373401.84
"20060217",8248495902663.05
"20060216",8248610906449.65
"20060215",8237616021113.28
"20060214",8209586113365.83
"20060213",8205376724587.34
"20060210",8205235760076.45
"20060209",8205718977047.85
"20060208",8198034722370.24
"20060207",8201608558623.45
"20060206",8197590334157.11
"20060203",8195544127376.07
"20060202",8198626872332.20
"20060201",8183138191456.56
"20060131",8196070437599.52
"20060130",8186710462276.89
"20060127",8190374899635.75
"20060126",8190567748779.48
"20060125",8181906259395.82
"20060124",8185315076347.87
"20060123",8174270999692.73
"20060120",8175743292992.87
"20060119",8176948650558.59
"20060118",8173852299316.96
"20060117",8170524286973.93
"20060113",8158672995833.87
"20060112",8159084910068.58
"20060111",8161933710814.20
"20060110",8165647324627.69
"20060109",8160257013544.35
"20060106",8161507578194.35
"20060105",8160320491591.57
"20060104",8165858995532.37
"20060103",8153881581212.99
"20051230",8170424541313.62
"20051229",8087357559005.85
"20051228",8099756792641.24
"20051227",8100276189509.07
"20051223",8097233080920.30
"20051222",8094875062589.31
"20051221",8100027417362.32
"20051220",8107165683104.65
"20051219",8103048557516.76
"20051216",8100903302296.92
"20051215",8099288248245.65
"20051214",8131985936612.53
"20051213",8136066508140.10
"20051212",8131974072322.63
"20051209",8131290646119.43
"20051208",8131033535598.31
"20051207",8121651809807.04
"20051206",8122710788511.92
"20051205",8119496424139.25
"20051202",8118319301298.54
"20051201",8107952560719.68
"20051130",8092322205720.65
"20051129",8097704867901.38
"20051128",8098860986660.42
"20051125",8095944892371.48
"20051123",8084915833350.71
"20051122",8089004553905.72
"20051121",8084858891735.31
"20051118",8082848241050.02
"20051117",8083374482184.25
"20051116",8063591365642.68
"20051115",8066143318410.41
"20051114",8052330154252.81
"20051110",8050739770455.58
"20051109",8034610660541.64
"20051108",8036664225238.54
"20051107",8031589402361.42
"20051104",8028449101487.38
"20051103",8028204675510.52
"20051102",8021480952298.81
"20051101",8015272000177.94
"20051031",8027123404214.36
"20051028",8030056674506.24
"20051027",8026029628861.82
"20051026",8011132810125.37
"20051025",8013731899256.73
"20051024",8010059396713.96
"20051021",8009131433464.30
"20051020",8009635518716.50
"20051019",7999843352310.27
"20051018",8003897406911.24
"20051017",7996657967899.21
"20051014",7986677006850.36
"20051013",7995462387011.49
"20051012",7990630428327.25
"20051011",7991115238572.24
"20051007",7990643231175.94
"20051006",7994281575146.32
"20051005",7978989702813.02
"20051004",7978002527274.56
"20051003",7970524003272.50
"20050930",7932709661723.50
"20050929",7914012303376.60
"20050928",7921799829672.03
"20050927",7926344784647.32
"20050926",7922079988192.98
"20050923",7920697571825.43
"20050922",7921117558891.38
"20050921",7928206792666.90
"20050920",7929627702504.17
"20050919",7925036032297.59
"20050916",7919996476821.03
"20050915",7918009471434.33
"20050914",7942783923607.13
"20050913",7954180965625.52
"20050912",7950034655748.03
"20050909",7950426237408.09
"20050908",7949891439330.32
"20050907",7947600904730.71
"20050906",7942295232288.62
"20050902",7940458909255.82
"20050901",7929658283890.28
"20050831",7926933374544.81
"20050830",7930046297923.79
"20050829",7930506290857.94
"20050826",7932175772551.98
"20050825",7932696424284.74
"20050824",7929678977659.39
"20050823",7932368094465.20
"20050822",7926779954124.77
"20050819",7926125407102.74
"20050818",7925741499921.91
"20050817",7916406941882.20
"20050816",7916485160273.81
"20050815",7911005564473.77
"20050812",7882473618136.70
"20050811",7883283366789.79
"20050810",7880078708086.37
"20050809",7883572311422.86
"20050808",7882577243511.10
"20050805",7880012385205.52
"20050804",7878734742338.35
"20050803",7869304285712.51
"20050802",7877501670822.86
"20050801",7869521621947.05
"20050729",7887617581195.58
"20050728",7879032522692.31
"20050727",7871882751780.48
"20050726",7875946479699.72
"20050725",7869363067597.28
"20050722",7869207466897.63
"20050721",7868642129876.28
"20050720",7857246317747.99
"20050719",7860109040549.45
"20050718",7853590491824.05
"20050715",7852119842946.23
"20050714",7848324813050.85
"20050713",7839614902737.30
"20050712",7843596586237.71
"20050711",7838828095529.47
"20050708",7838211729606.18
"20050707",7838410800630.51
"20050706",7842026166045.39
"20050705",7837390167131.19
"20050701",7827306264287.53
"20050630",7836495788085.86
"20050629",7776435356595.00
"20050628",7780135114161.43
"20050627",7775375134526.01
"20050624",7774215844475.00
"20050623",7773570880558.82
"20050622",7785913797539.30
"20050621",7787046412397.24
"20050620",7782155135998.03
"20050617",7781992052553.39
"20050616",7779623971653.36
"20050615",7786439534447.57
"20050614",7804534405437.48
"20050613",7800613105454.05
"20050610",7799008499991.04
"20050609",7799659687041.37
"20050608",7792286493919.95
"20050607",7795629856549.21
"20050606",7782632712084.36
"20050603",7782227784113.44
"20050602",7774731028223.85
"20050601",7775553817632.01
"20050531",7777880152594.89
"20050527",7778405106387.89
"20050526",7781373341944.80
"20050525",7771959769189.21
"20050524",7776658681696.30
"20050523",7768913258591.78
"20050520",7768431198132.21
"20050519",7769640550038.11
"20050518",7768380239101.88
"20050517",7771734475210.58
"20050516",7763554607953.67
"20050513",7745782687016.96
"20050512",7745283298873.13
"20050511",7754490419306.12
"20050510",7757824559756.40
"20050509",7750764705354.75
"20050506",7747581291932.33
"20050505",7747996452325.38
"20050504",7760134102627.91
"20050503",7757696825034.22
"20050502",7754579738148.68
"20050429",7764537337364.14
"20050428",7757071404391.33
"20050427",7775371948129.31
"20050426",7775021333899.43
"20050425",7769078069301.89
"20050422",7764804508914.15
"20050421",7763688660392.82
"20050420",7781395486207.30
"20050419",7781536376170.65
"20050418",7773389225454.06
"20050415",7776849150918.91
"20050414",7786560972566.27
"20050413",7792607796216.29
"20050412",7795110560106.07
"20050411",7789624073188.04
"20050408",7789330877191.02
"20050407",7788009463759.88
"20050406",7782421898856.14
"20050405",7782816546352.29
"20050404",7780782448066.81
"20050331",7776939047670.14
"20050330",7786606686259.96
"20050329",7790295209638.08
"20050328",7785372962554.39
"20050325",7784463865860.34
"20050324",7784834892156.63
"20050323",7780539535462.15
"20050322",7780503572144.78
"20050321",7775600756049.73
"20050318",7774246242908.36
"20050317",7773614003547.15
"20050316",7755070133634.15
"20050315",7756254388854.12
"20050314",7750798505596.03
"20050311",7750081762463.88
"20050310",7750514131991.34
"20050309",7740158294686.20
"20050308",7746290500431.39
"20050307",7730125106692.41
"20050304",7727828210964.80
"20050303",7727838587832.87
"20050302",7708311813268.56
"20050301",7701629503518.55
"20050228",7713137673664.71
"20050225",7714238537006.56
"20050224",7717009809507.08
"20050223",7695332252248.05
"20050222",7692366884904.27
"20050218",7689935780269.27
"20050217",7689847469266.70
"20050216",7671700332790.18
"20050215",7674137053033.57
"20050214",7630849109540.36
"20050211",7634843745683.79
"20050210",7629245507947.33
"20050209",7616820218489.46
"20050208",7623393028778.05
"20050207",7619279742372.58
"20050204",7617143521850.79
"20050203",7616792798166.73
"20050202",7623071102004.12
"20050201",7617788851367.86
"20050131",7627742597775.41
"20050128",7618730431059.26
"20050127",7622881562657.29
"20050126",7622132208684.54
"20050125",7621293891611.15
"20050124",7617000567690.18
"20050121",7614468360651.30
"20050120",7613215612328.37
"20050119",7613772338689.34
"20050118",7608114209434.69
"20050114",7599584015246.26
"20050113",7601173485023.73
"20050112",7597557493831.64
"20050111",7600704954888.98
"20050110",7597502679583.99
"20050107",7593997228123.74
"20050106",7595653400600.33
"20050105",7601702269584.12
"20050104",7601016892663.19
"20050103",7591307997129.40
"20041231",7596142802424.14
"20041230",7521283292667.91
"20041229",7527874344820.55
"20041228",7536267845909.18
"20041227",7528393823386.88
"20041224",7527973971610.37
"20041223",7525707616321.00
"20041222",7530066927081.97
"20041221",7531570079606.11
"20041220",7524492792912.62
"20041217",7523699112455.23
"20041216",7519646830227.83
"20041215",7529346941107.40
"20041214",7551124808067.16
"20041213",7547176500405.75
"20041210",7546868151652.32
"20041209",7546778677941.37
"20041208",7550023742837.60
"20041207",7553295719364.18
"20041206",7535629022968.30
"20041203",7534027040378.62
"20041202",7522602352797.79
"20041201",7514622255740.31
"20041130",7525209508979.45
"20041129",7523043572935.61
"20041126",7524685017945.74
"20041124",7517849423608.38
"20041123",7519477431758.56
"20041122",7498451166280.89
"20041119",7497665301236.87
"20041118",7444122057407.69
"20041117",7443751916595.72
"20041116",7443803095560.07
"20041115",7443855561416.36
"20041112",7430009088435.01
"20041110",7429634897166.91
"20041109",7429684088288.60
"20041108",7429736227186.31
"20041105",7429883824960.59
"20041104",7429933004818.29
"20041103",7429534987752.69
"20041102",7429582471118.88
"20041101",7429629954236.43
"20041029",7429677448545.04
"20041028",7429946398746.85
"20041027",7429565877773.41
"20041026",7429612201666.78
"20041025",7429658534312.38
"20041022",7429797511960.07
"20041021",7429843833987.43
"20041020",7429511697284.39
"20041019",7429556954106.10
"20041018",7429602469626.09
"20041015",7429738245269.23
"20041014",7429784468774.71
"20041013",7425359820701.45
"20041012",7419244676835.15
"20041008",7418008695843.39
"20041007",7418151165657.99
"20041006",7420101904045.37
"20041005",7422781062573.89
"20041004",7414024541823.04
"20041001",7409510200267.47
"20040930",7379052696330.32
"20040929",7351891818581.47
"20040928",7354347561874.48
"20040927",7349252011039.25
"20040924",7348056713762.44
"20040923",7348106263348.33
"20040922",7355549381552.24
"20040921",7355728967314.85
"20040920",7352526313993.80
"20040917",7351169914999.47
"20040916",7347867800168.01
"20040915",7353679708420.92
"20040914",7372477498441.96
"20040913",7371695470163.46
"20040910",7372572002165.04
"20040909",7375299845541.56
"20040908",7376457871529.81
"20040907",7368363360008.57
"20040903",7366776167570.79
"20040902",7365716545609.45
"20040901",7354611427274.47
"20040831",7350950234630.15
"20040830",7349337937368.89
"20040827",7353436027526.85
"20040826",7352775396125.18
"20040825",7344382422709.50
"20040824",7347480685650.44
"20040823",7342335234298.49
"20040820",7341885233567.71
"20040819",7343012590769.26
"20040818",7337786947237.37
"20040817",7341461448755.40
"20040816",7335563157880.75
"20040813",7312230696984.50
"20040812",7312306434333.71
"20040811",7305246621955.51
"20040810",7308629683239.34
"20040809",7305298980147.07
"20040806",7304927057132.91
"20040805",7305957273110.85
"20040804",7300833399186.25
"20040803",7299762420227.71
"20040802",7303319122668.55
"20040730",7316567571232.89
"20040729",7308426855798.06
"20040728",7298671067464.27
"20040727",7302318474072.03
"20040726",7298136143395.61
"20040723",7295214339004.82
"20040722",7294735218397.14
"20040721",7276783676668.95
"20040720",7280098271061.61
"20040719",7276725938268.76
"20040716",7273792456490.62
"20040715",7273199540537.28
"20040714",7265008894040.40
"20040713",7268273275149.20
"20040712",7265299676980.06
"20040709",7267025626017.01
"20040708",7262737835501.71
"20040707",7261983631092.91
"20040706",7260575067498.94
"20040702",7259602983923.51
"20040701",7246142474951.77
"20040630",7274334972199.15
"20040629",7206415508877.73
"20040628",7209490621804.33
"20040625",7208994047594.88
"20040624",7206736266830.64
"20040623",7215994507882.76
"20040622",7217554314339.98
"20040621",7213296906264.55
"20040618",7211263927070.75
"20040617",7211142622664.63
"20040616",7211228335944.24
"20040615",7211999666400.12
"20040614",7214233343501.43
"20040611",7218774763035.08
"20040610",7222662194222.20
"20040609",7214624032891.61
"20040608",7216377230064.30
"20040607",7212924994568.87
"20040604",7211664978671.13
"20040603",7210718887247.47
"20040602",7191874357776.22
"20040601",7187557826891.12
"20040528",7196382805621.99
"20040527",7191386807146.67
"20040526",7193954083326.45
"20040525",7197503931787.58
"20040524",7193240510846.79
"20040521",7191790812520.17
"20040520",7191321725950.37
"20040519",7179680898792.06
"20040518",7183392668476.95
"20040517",7175792737791.70
"20040514",7148485831875.31
"20040513",7147545929573.40
"20040512",7138336407027.29
"20040511",7140938564371.73
"20040510",7136491126797.91
"20040507",7131316785832.04
"20040506",7133629790637.80
"20040505",7127985763866.20
"20040504",7124773711006.15
"20040503",7105796969042.55
"20040430",7133789490581.43
"20040429",7132769330084.19
"20040428",7142411925184.34
"20040427",7142429932100.61
"20040426",7137952926019.37
"20040423",7135539992298.41
"20040422",7131345799396.81
"20040421",7141673039292.53
"20040420",7141785769842.52
"20040419",7142502295952.92
"20040416",7154523400391.22
"20040415",7152609126120.43
"20040414",7162467913839.76
"20040413",7164797958097.65
"20040412",7162025763951.47
"20040409",7160991855678.41
"20040408",7160467386702.99
"20040407",7151013061391.15
"20040406",7151900213503.45
"20040405",7141930542184.59
"20040402",7139841955051.34
"20040401",7122841728666.17
"20040331",7131067950647.32
"20040330",7129537278372.83
"20040329",7131964532109.93
"20040326",7131615529890.35
"20040325",7130944110012.52
"20040324",7124825451030.21
"20040323",7128192080244.49
"20040322",7123463144525.77
"20040319",7122202961882.64
"20040318",7122319716240.24
"20040317",7112045133227.38
"20040316",7112101936253.79
"20040315",7107241822708.55
"20040312",7110400061554.98
"20040311",7108569959814.55
"20040310",7098933492984.19
"20040309",7101968174220.41
"20040308",7100583000173.98
"20040305",7099567295565.79
"20040304",7099563768330.73
"20040303",7088938265393.24
"20040302",7074045293090.18
"20040301",7065724603168.71
"20040227",7091943110094.84
"20040226",7088125600039.76
"20040225",7079926804261.36
"20040224",7082476010743.55
"20040223",7078547781475.11
"20040220",7078257721070.94
"20040219",7075958798529.31
"20040218",7060810492230.78
"20040217",7057767771759.59
"20040213",7025538526126.98
"20040212",7024983813569.60
"20040211",7008539942293.52
"20040210",7012102110400.63
"20040209",7009302427650.80
"20040206",7007151685098.82
"20040205",7009333811289.69
"20040204",6995566489614.71
"20040203",6995640607255.37
"20040202",6999225568549.30
"20040130",7009234605728.06
"20040129",7010088657339.47
"20040128",7014800837478.20
"20040127",7017309022990.02
"20040126",7012401539247.40
"20040123",7011706193371.95
"20040122",7008606702827.92
"20040121",7007932873054.97
"20040120",7006834072435.49
"20040116",7002877924418.81
"20040115",7001852607623.35
"20040114",6988602001011.26
"20040113",6991843338608.59
"20040112",6988570014716.87
"20040109",6987116908679.61
"20040108",6985436709829.38
"20040107",6990408199507.34
"20040106",6991488657454.93
"20040105",6989184944125.77
"20040102",6981477122871.86
"20031231",6997964247818.28
"20031230",6915186083875.25
"20031229",6916516664113.52
"20031226",6915121384308.12
"20031224",6927206071138.91
"20031223",6930329859205.35
"20031222",6923902827390.09
"20031219",6921782749480.24
"20031218",6922308687684.80
"20031217",6932242837786.48
"20031216",6937495551032.68
"20031215",6935737372166.94
"20031212",6939710592770.24
"20031211",6939621502947.36
"20031210",6936475127245.87
"20031209",6940395230585.36
"20031208",6940376825298.36
"20031205",6937966948177.28
"20031204",6939572558142.72
"20031203",6936234103128.50
"20031202",6918260082500.99
"20031201",6914406243287.65
"20031128",6925065499881.34
"20031126",6915109204609.24
"20031125",6919174402688.05
"20031124",6916263600308.44
"20031121",6913715353768.99
"20031120",6914582248909.88
"20031119",6909325721906.63
"20031118",6912605204975.71
"20031117",6904718859459.11
"20031114",6870815186447.15
"20031113",6872816286495.60
"20031112",6871667152822.78
"20031110",6871630935397.46
"20031107",6868507453740.20
"20031106",6871432391769.13
"20031105",6863987528045.28
"20031104",6862831540527.38
"20031103",6855209146971.64
"20031031",6872675839106.67
"20031030",6860382879862.78
"20031029",6849715229636.36
"20031028",6850042548549.47
"20031027",6847911183949.94
"20031024",6847437986849.37
"20031023",6846423952526.25
"20031022",6834787133873.25
"20031021",6837578313166.46
"20031020",6834248759903.16
"20031017",6834021912939.72
"20031016",6830709313106.40
"20031015",6819991274100.25
"20031014",6816232489123.39
"20031010",6815997835664.82
"20031009",6818335215910.51
"20031008",6815762633308.91
"20031007",6817256800753.20
"20031006",6814440215107.91
"20031003",6812573929325.08
"20031002",6805599570918.78
"20031001",6804504127055.70
"20030930",6783231062743.62
"20030929",6782571483956.97
"20030926",6782613672666.16
"20030925",6784938335739.73
"20030924",6802893723366.66
"20030923",6803794168784.52
"20030922",6799684130327.62
"20030919",6795424595387.44
"20030918",6791965742880.87
"20030917",6813529362909.03
"20030916",6813239615899.16
"20030915",6808319837959.49
"20030912",6810076329570.70
"20030911",6810434342743.91
"20030910",6807772810448.43
"20030909",6810800376012.68
"20030908",6808947628951.49
"20030905",6812854175742.78
"20030904",6811296078466.93
"20030903",6801408479637.10
"20030902",6792556749803.50
"20030829",6790040713975.50
"20030828",6791411645291.54
"20030827",6788645666601.51
"20030826",6792309952142.68
"20030825",6789437055838.61
"20030822",6787289153093.89
"20030821",6786494216964.20
"20030820",6774449246925.27
"20030819",6777202258263.54
"20030818",6771501472068.23
"20030815",6770542657467.64
"20030814",6752783607985.16
"20030813",6742144116441.07
"20030812",6744943168393.25
"20030811",6741975510157.17
"20030808",6741662308948.83
"20030807",6738632001233.74
"20030806",6735127561462.54
"20030805",6736678634901.89
"20030804",6732382078949.43
"20030801",6727587083455.60
"20030731",6751195107063.07
"20030730",6730118761619.41
"20030729",6731342127928.26
"20030728",6728491430522.85
"20030725",6728160376478.94
"20030724",6727820331966.78
"20030723",6722660101579.94
"20030722",6726006109521.64
"20030721",6722777711908.14
"20030718",6721854190498.46
"20030717",6722160964748.21
"20030716",6718761956467.36
"20030715",6720371180827.98
"20030714",6705859055894.83
"20030711",6659621392684.00
"20030710",6659226260487.87
"20030709",6660190974044.60
"20030708",6661139880068.78
"20030707",6656880050796.69
"20030703",6656271436016.11
"20030702",6664585450219.34
"20030701",6661149640189.12
"20030630",6670121155027.26
"20030627",6589675806363.96
"20030626",6592029519474.02
"20030625",6600897675744.41
"20030624",6603982165220.17
"20030623",6598914818573.85
"20030620",6598471605777.22
"20030619",6598367956292.64
"20030618",6600926386357.06
"20030617",6602818956109.58
"20030616",6596236244735.40
"20030613",6580840027529.36
"20030612",6602705918937.27
"20030611",6579572865438.72
"20030610",6582527844624.59
"20030609",6578526953822.51
"20030606",6578826704876.87
"20030605",6581232550833.36
"20030604",6567808412367.78
"20030603",6567421336173.17
"20030602",6538800096469.64
"20030530",6558143157335.55
"20030529",6556905547599.90
"20030528",6547151634901.82
"20030527",6542346018594.47
"20030523",6460375443807.49
"20030522",6460406169833.02
"20030521",6460247153270.68
"20030520",6460276922875.71
"20030519",6460322505519.43
"20030516",6460414110545.71
"20030515",6460444642526.75
"20030514",6460308855091.23
"20030513",6460340581249.18
"20030512",6460371786677.29
"20030509",6460466362233.10
"20030508",6460497884145.02
"20030507",6460345350371.45
"20030506",6460377391988.34
"20030505",6460415978242.13
"20030502",6460512105716.15
"20030501",6460544146581.37
"20030430",6460380745789.28
"20030429",6460581338149.98
"20030428",6460613708360.89
"20030425",6460710818047.88
"20030424",6460743188902.46
"20030423",6460572277868.61
"20030422",6460605341148.70
"20030421",6460647854361.95
"20030418",6460747047775.30
"20030417",6460780111309.05
"20030416",6460617585976.91
"20030415",6460651308615.55
"20030414",6460686804499.03
"20030411",6460792544188.95
"20030410",6460828617061.12
"20030409",6460664200138.40
"20030408",6460697206431.50
"20030407",6460744653570.51
"20030404",6460848478613.52
"20030403",6460883083990.99
"20030402",6460707711622.02
"20030401",6460741982363.11
"20030331",6460776256578.16
"20030328",6460649275186.23
"20030327",6460683851496.24
"20030326",6460500338259.08
"20030325",6460535345690.24
"20030324",6460570026872.52
"20030321",6460674090486.67
"20030320",6460712491314.69
"20030319",6460533569239.51
"20030318",6460568106011.18
"20030317",6460602930313.42
"20030314",6460709229897.82
"20030313",6460744895144.64
"20030312",6460585777680.29
"20030311",6460621340512.27
"20030310",6460659531541.01
"20030307",6460766227729.85
"20030306",6460801790956.35
"20030305",6460621838679.66
"20030304",6445657357431.67
"20030303",6445698726713.18
"20030228",6445790102794.08
"20030227",6446165774125.26
"20030226",6445970533267.53
"20030225",6446004668324.03
"20030224",6446038803864.15
"20030221",6446140296660.54
"20030220",6446175354465.78
"20030219",6442718474145.91
"20030218",6437926287364.49
"20030214",6414086191317.72
"20030213",6414860990193.10
"20030212",6400775460992.07
"20030211",6403775445922.86
"20030210",6400363175585.80
"20030207",6398607223793.01
"20030206",6401330573005.21
"20030205",6387332567273.92
"20030204",6388239504295.45
"20030203",6379432578400.38
"20030131",6401376662047.32
"20030130",6399305080810.20
"20030129",6399240555827.75
"20030128",6399121608270.48
"20030127",6395237394489.82
"20030124",6392119196353.47
"20030123",6389561622961.91
"20030122",6389894461722.18
"20030121",6387841175651.97
"20030117",6388587973011.41
"20030116",6384824540523.90
"20030115",6386957326682.31
"20030114",6383462572294.58
"20030113",6380582269971.85
"20030110",6382620048093.48
"20030109",6381926712367.35
"20030108",6383281068493.19
"20030107",6387381983103.35
"20030106",6383514236076.15
"20030103",6382650489675.40
"20030102",6389356141156.55
"20021231",6405707456847.53
"20021230",6325563131871.87
"20021227",6324662173895.04
"20021226",6322588055861.26
"20021224",6327459041582.08
"20021223",6328050248796.37
"20021220",6327507067992.90
"20021219",6327769228745.17
"20021218",6332067061221.38
"20021217",6333988644191.46
"20021216",6326836970262.51
"20021213",6339815664543.29
"20021212",6340621206423.40
"20021211",6342858747140.36
"20021210",6345906143621.31
"20021209",6330151460851.70
"20021206",6330682270007.28
"20021205",6332961664313.67
"20021204",6326481571338.52
"20021203",6327137536388.61
"20021202",6338699979592.55
"20021129",6343460146781.79
"20021127",6338927203679.87
"20021126",6340972979201.14
"20021125",6333388288958.19
"20021122",6332715758032.33
"20021121",6332857282620.31
"20021120",6327463487181.06
"20021119",6330526863880.25
"20021118",6325418923385.89
"20021115",6324046866798.58
"20021114",6282138550697.26
"20021113",6273282463524.76
"20021112",6270943936131.68
"20021108",6271423079676.64
"20021107",6269320696959.00
"20021106",6263940580234.33
"20021105",6265302560419.58
"20021104",6262497892544.30
"20021101",6258220921656.94
"20021031",6282527974378.50
"20021030",6265566488868.95
"20021029",6265365548907.49
"20021028",6262862376405.95
"20021025",6262167054248.04
"20021024",6261490337240.08
"20021023",6252024824472.17
"20021022",6253931306617.38
"20021021",6250436637598.70
"20021018",6249702211058.54
"20021017",6251118729877.65
"20021016",6246773496026.59
"20021015",6246660392073.73
"20021011",6239556841863.96
"20021010",6240299505760.08
"20021009",6236679890571.11
"20021008",6239755232300.10
"20021007",6235930213027.73
"20021004",6235990066541.70
"20021003",6234380384571.77
"20021002",6237381974360.51
"20021001",6215430666794.73
"20020930",6228235965597.16
"20020927",6193334713434.45
"20020926",6195917334028.10
"20020925",6201863128192.67
"20020924",6202454383502.58
"20020923",6201634677013.67
"20020920",6199849505001.03
"20020919",6199158297617.64
"20020918",6203601028501.77
"20020917",6206073469907.30
"20020916",6198239142009.48
"20020913",6206509037316.48
"20020912",6207448344943.44
"20020911",6212731396360.16
"20020910",6206134982821.32
"20020909",6200848240187.31
"20020906",6203279922857.50
"20020905",6203621876964.50
